Product Name,Product Features,Price (₹),Rating,Reviews,Product Link,Image URL,Description
ASIAN,N/A,669,3.8 out of 5 stars,"27,186",N/A,https://m.media-amazon.com/images/I/61pYhDY8fxL._AC_UL320_.jpg,N/A
Karaddi,N/A,508,3.4 out of 5 stars,488,N/A,https://m.media-amazon.com/images/I/61h4n78o6WL._AC_UL320_.jpg,N/A
ASIAN,N/A,645,3.8 out of 5 stars,"3,021",N/A,https://m.media-amazon.com/images/I/719wPs8uZGL._AC_UL320_.jpg,N/A
Reebok,N/A,"1,539",4.0 out of 5 stars,"2,465",N/A,https://m.media-amazon.com/images/I/81xcLHSFSCL._AC_UL320_.jpg,N/A
ASIAN,N/A,"1,599",4.0 out of 5 stars,26,N/A,https://m.media-amazon.com/images/I/813eakzrr3L._AC_UL320_.jpg,N/A
ASICS,N/A,"2,750",4.3 out of 5 stars,35,N/A,https://m.media-amazon.com/images/I/61TZYDyvE7L._AC_UL320_.jpg,N/A
BRUTON,N/A,494,3.4 out of 5 stars,23,N/A,https://m.media-amazon.com/images/I/71QHmzZbapL._AC_UL320_.jpg,N/A
AADI,N/A,498,3.8 out of 5 stars,115,N/A,https://m.media-amazon.com/images/I/51f8-BLfiNL._AC_UL320_.jpg,N/A
ASIAN,N/A,674,3.9 out of 5 stars,"18,168",N/A,https://m.media-amazon.com/images/I/61C7ArtiuZL._AC_UL320_.jpg,N/A
Liberty,N/A,849,3.6 out of 5 stars,163,N/A,https://m.media-amazon.com/images/I/6106QRIe40L._AC_UL320_.jpg,N/A
Nivia,N/A,949,4.0 out of 5 stars,"13,927",N/A,https://m.media-amazon.com/images/I/71lqmpE-2gL._AC_UL320_.jpg,N/A
SPARX,N/A,721,4.1 out of 5 stars,"4,998",N/A,https://m.media-amazon.com/images/I/41hubswu--L._AC_UL320_.jpg,N/A
Woodland,N/A,"2,874",3.9 out of 5 stars,573,N/A,https://m.media-amazon.com/images/I/71rBhmxEsIL._AC_UL320_.jpg,N/A
Woodland,N/A,N/A,3.7 out of 5 stars,679,N/A,https://m.media-amazon.com/images/I/71ci6Jz9V+L._AC_UL320_.jpg,N/A
SPARX,N/A,599,4.1 out of 5 stars,"6,703",N/A,https://m.media-amazon.com/images/I/41cArJ9hEeL._AC_UL320_.jpg,N/A
Skechers,N/A,"3,347",4.1 out of 5 stars,4,N/A,https://m.media-amazon.com/images/I/81vd5h8SEIL._AC_UL320_.jpg,N/A
Skechers,N/A,"1,999",4.0 out of 5 stars,315,N/A,https://m.media-amazon.com/images/I/81m5FiRWM8L._AC_UL320_.jpg,N/A
Red Chief,N/A,"1,907",3.9 out of 5 stars,"6,531",N/A,https://m.media-amazon.com/images/I/81k99-CSpXL._AC_UL320_.jpg,N/A
Power,N/A,"1,699",4.0 out of 5 stars,"5,199",N/A,https://m.media-amazon.com/images/I/812vVdSevNL._AC_UL320_.jpg,N/A
ASIAN,N/A,769,3.8 out of 5 stars,"5,468",N/A,https://m.media-amazon.com/images/I/61im5BIhEXL._AC_UL320_.jpg,N/A
Bata,N/A,"1,699",3.9 out of 5 stars,540,N/A,https://m.media-amazon.com/images/I/81EQ4CcaQpL._AC_UL320_.jpg,N/A
Campus,N/A,"1,099",4.0 out of 5 stars,"1,586",N/A,https://m.media-amazon.com/images/I/71IoojSiCBS._AC_UL320_.jpg,N/A
Woodland,N/A,"2,996",4.1 out of 5 stars,"2,038",N/A,https://m.media-amazon.com/images/I/81yWA1UvK9L._AC_UL320_.jpg,N/A
Puma,N/A,"4,199",3.9 out of 5 stars,"1,111",N/A,https://m.media-amazon.com/images/I/71uEBGZ+5HL._AC_UL320_.jpg,N/A
Puma,N/A,"1,840",4.0 out of 5 stars,151,N/A,https://m.media-amazon.com/images/I/61JqLh2X4dL._AC_UL320_.jpg,N/A
Puma,N/A,"1,574",3.8 out of 5 stars,519,N/A,https://m.media-amazon.com/images/I/61Se8IgYcjL._AC_UL320_.jpg,N/A
Campus,N/A,"1,099",4.0 out of 5 stars,68,N/A,https://m.media-amazon.com/images/I/71-WU5SSoEL._AC_UL320_.jpg,N/A
Campus,N/A,"1,099",4.0 out of 5 stars,515,N/A,https://m.media-amazon.com/images/I/71FpG7w04bL._AC_UL320_.jpg,N/A
FOVERA,N/A,360,3.9 out of 5 stars,"2,747",N/A,https://m.media-amazon.com/images/I/81xhceSYI3L._AC_UL320_.jpg,N/A
AVANT,N/A,945,4.0 out of 5 stars,363,N/A,https://m.media-amazon.com/images/I/61f9pDQDqlL._AC_UL320_.jpg,N/A
Puma,N/A,"1,699",3.6 out of 5 stars,608,N/A,https://m.media-amazon.com/images/I/61kjKgCe3XL._AC_UL320_.jpg,N/A
ASIAN,N/A,669,3.9 out of 5 stars,"3,803",N/A,https://m.media-amazon.com/images/I/81pA9xrOFHL._AC_UL320_.jpg,N/A
SPARX,N/A,965,4.1 out of 5 stars,"20,404",N/A,https://m.media-amazon.com/images/I/612dWsWvGRL._AC_UL320_.jpg,N/A
Skechers,N/A,"3,266",4.1 out of 5 stars,521,N/A,https://m.media-amazon.com/images/I/81h1ITBEXnL._AC_UL320_.jpg,N/A
SPARX,N/A,786,3.8 out of 5 stars,27,N/A,https://m.media-amazon.com/images/I/41kzBjfpkhL._AC_UL320_.jpg,N/A
Puma,N/A,"2,879",3.4 out of 5 stars,5,N/A,https://m.media-amazon.com/images/I/511AdsWDWcL._AC_UL320_.jpg,N/A
Campus,N/A,799,4.1 out of 5 stars,532,N/A,https://m.media-amazon.com/images/I/61JeQldlirL._AC_UL320_.jpg,N/A
Campus,N/A,"1,299",4.1 out of 5 stars,122,N/A,https://m.media-amazon.com/images/I/71Kr9VBm7PL._AC_UL320_.jpg,N/A
Puma,N/A,"2,182",4.1 out of 5 stars,102,N/A,https://m.media-amazon.com/images/I/51dLAfIo9cL._AC_UL320_.jpg,N/A
Campus,N/A,"1,399",4.2 out of 5 stars,60,N/A,https://m.media-amazon.com/images/I/61JzDzTHntL._AC_UL320_.jpg,N/A
Nivia,N/A,749,5.0 out of 5 stars,2,N/A,https://m.media-amazon.com/images/I/71cAglZMfLL._AC_UL320_.jpg,N/A
BRUTON,N/A,277,3.0 out of 5 stars,"1,717",N/A,https://m.media-amazon.com/images/I/613jfAH1TuL._AC_UL320_.jpg,N/A
ASIAN,N/A,"1,199",4.0 out of 5 stars,"2,353",N/A,https://m.media-amazon.com/images/I/81CDiXdNvvL._AC_UL320_.jpg,N/A
Puma,N/A,"2,227",3.1 out of 5 stars,28,N/A,https://m.media-amazon.com/images/I/51qzyCW0MmL._AC_UL320_.jpg,N/A
Bata,N/A,339,3.8 out of 5 stars,"2,348",N/A,https://m.media-amazon.com/images/I/710blnx3C8L._AC_UL320_.jpg,N/A
Campus,N/A,"1,499",4.0 out of 5 stars,21,N/A,https://m.media-amazon.com/images/I/61ajL41fr1L._AC_UL320_.jpg,N/A
Woodland,N/A,"2,223",4.0 out of 5 stars,90,N/A,https://m.media-amazon.com/images/I/717h+zjQ5TL._AC_UL320_.jpg,N/A
AADI,N/A,580,3.6 out of 5 stars,85,N/A,https://m.media-amazon.com/images/I/71A-T7rYeGL._AC_UL320_.jpg,N/A
Puma,N/A,"4,290",4.1 out of 5 stars,10,N/A,https://m.media-amazon.com/images/I/515PkalLEhL._AC_UL320_.jpg,N/A
SPARX,N/A,869,4.1 out of 5 stars,"2,696",N/A,https://m.media-amazon.com/images/I/51Aisx4A7SL._AC_UL320_.jpg,N/A
SPARX,N/A,779,4.1 out of 5 stars,"20,841",N/A,https://m.media-amazon.com/images/I/61VzAAvV6RL._AC_UL320_.jpg,N/A
Campus,N/A,999,4.0 out of 5 stars,360,N/A,https://m.media-amazon.com/images/I/6106qzQ-VgL._AC_UL320_.jpg,N/A
HEALTH SAFE,N/A,699,2.7 out of 5 stars,368,N/A,https://m.media-amazon.com/images/I/71q9o1FGvDL._AC_UL320_.jpg,N/A
Puma,N/A,"2,499",3.3 out of 5 stars,679,N/A,https://m.media-amazon.com/images/I/518WAeiyl7L._AC_UL320_.jpg,N/A
BRUTON,N/A,492,2.7 out of 5 stars,36,N/A,https://m.media-amazon.com/images/I/71y9khd5IQL._AC_UL320_.jpg,N/A
Nivia,N/A,999,4.0 out of 5 stars,620,N/A,https://m.media-amazon.com/images/I/71amibHOgZL._AC_UL320_.jpg,N/A
Campus,N/A,"1,099",4.3 out of 5 stars,119,N/A,https://m.media-amazon.com/images/I/61bgIBilYYL._AC_UL320_.jpg,N/A
Reebok,N/A,"2,129",4.1 out of 5 stars,841,N/A,https://m.media-amazon.com/images/I/615li9OepZL._AC_UL320_.jpg,N/A
Puma,N/A,"1,799",3.9 out of 5 stars,177,N/A,https://m.media-amazon.com/images/I/41nuGfjbijL._AC_UL320_.jpg,N/A
